Show,EpId,ClipId,Start,Stop,Unsure,PoorAudioQuality,Prolongation,Block,SoundRep,WordRep,DifficultToUnderstand,Interjection,NoStutteredWords,NaturalPause,Music,NoSpeech,Name,0,1,2,3,4,5,6,7,8,9,10,11,12
HeStutters,20,74,50152000,50200000,0,0,0,0,0,0,0,0,3,1,0,0,HeStutters_20_74,-401.9774,96.63334,5.6706862,37.99855,10.070624,-8.686733,-5.903618,-8.682532,-3.8923464,-5.682066,-0.6700897,-3.1209009,-7.053098
HeStutters,20,75,50207200,50255200,0,0,2,0,0,0,0,3,1,1,0,0,HeStutters_20_75,-465.73303,109.630424,40.70374,11.862039,-10.329393,3.1265044,7.441695,-6.497767,-7.042626,1.6624246,1.5840733,-1.6277435,-5.5991035
HeStutters,20,76,5879840,5927840,0,0,1,0,0,0,0,0,2,1,0,0,HeStutters_20_76,-332.13254,49.154453,-20.620636,46.856133,-18.871979,6.3396754,-13.507026,4.2232633,1.1888,-11.074733,4.776541,-1.5317495,-7.1531715
HeStutters,20,79,50333440,50381440,0,0,0,0,1,0,0,0,2,1,0,0,HeStutters_20_79,-420.66638,106.24117,21.28653,29.513758,2.0130556,8.687657,3.369112,-9.391114,-9.1246,-4.6580844,1.3900843,-7.994491,-7.5832844
HeStutters,20,81,50558880,50606880,0,0,1,1,0,0,0,0,1,0,0,0,HeStutters_20_81,-338.65128,11.368382,2.4282763,36.98533,-10.667982,17.833467,-6.0803103,3.5392025,3.2245252,-4.7725058,1.8059481,0.6417617,0.37026936
HeStutters,20,82,50765920,50813920,0,0,0,0,0,0,0,0,3,0,0,0,HeStutters_20_82,-349.2922,60.254787,-12.725331,46.74692,-21.459265,15.912907,-10.921152,2.2311566,-3.8346093,-10.707691,6.3247933,-7.3122826,-2.0971992
HeStutters,20,84,51483200,51531200,0,0,0,1,0,0,0,0,2,1,0,0,HeStutters_20_84,-332.7479,44.00491,-25.486923,43.81741,-25.48551,16.37839,-17.559961,-2.4796495,0.7934072,-5.7523484,2.8367016,-3.2317333,1.4798931
HeStutters,20,90,5970560,6018560,0,0,0,0,0,0,0,3,3,1,0,0,HeStutters_20_90,-373.33398,103.89003,2.8596766,17.405964,0.61212665,-0.63701206,4.7152634,-10.716651,-7.867498,-5.0025244,2.1318607,-0.015715681,-8.829363
HeStutters,20,91,6047520,6095520,0,0,0,2,2,0,0,0,0,0,0,0,HeStutters_20_91,-381.57193,119.58199,9.423498,11.926266,15.061408,5.814726,-6.068288,-16.096798,-8.340144,4.180529,3.864623,-9.078454,-11.386506
HeStutters,20,93,6286560,6334560,0,0,2,0,0,0,0,0,1,0,0,0,HeStutters_20_93,-338.01462,38.775208,-27.828213,39.594727,-18.701387,6.4480863,-17.819769,-0.16134024,8.808898,-12.7224865,6.4297366,-2.810896,-2.1314735
HeStutters,20,94,6332640,6380640,0,0,0,0,0,0,0,0,3,0,0,0,HeStutters_20_94,-496.8342,42.931725,10.962301,42.402714,-0.13409205,12.029175,-2.3070827,7.6126256,-0.27299312,-4.691909,0.43094692,0.17147599,-4.288001
HeStutters,20,97,7663200,7711200,0,0,3,0,0,2,0,3,0,0,0,0,HeStutters_20_97,-395.50583,122.883675,23.908888,12.848195,4.3502254,4.6747603,-5.009389,-13.881157,-1.8185021,2.2008555,4.9130406,-2.5966089,-2.8644652
HeStutters,20,99,1271680,1319680,0,0,0,0,2,1,0,0,0,0,0,0,HeStutters_20_99,-426.88348,21.737741,9.954537,36.990917,-3.6493568,12.926718,-6.8155518,1.0929804,-5.068041,2.9828868,2.432129,-1.809021,-0.010137614
HeStutters,20,101,7964320,8012320,0,0,0,1,0,1,0,0,1,1,0,0,HeStutters_20_101,-406.437,37.088226,13.478425,35.95712,-9.054259,8.952871,-1.6296192,1.2176783,-1.4549661,-8.173264,1.4932041,-4.897639,-2.5992749
HeStutters,20,102,8005280,8053280,0,0,0,0,0,0,0,3,3,2,0,0,HeStutters_20_102,-383.77863,95.05044,5.084244,15.443032,3.7695549,2.6475902,-4.4677453,-17.152222,-5.8090653,1.4416767,3.200669,-2.1338468,-7.998798
HeStutters,20,104,8721280,8769280,0,0,1,0,1,0,0,0,1,0,0,0,HeStutters_20_104,-438.79068,97.53082,21.43102,16.941965,4.931678,7.8639593,3.947458,-11.069106,-7.378492,-1.3774763,1.2541959,-1.6373072,-4.6872
HeStutters,20,107,10086560,10134560,0,0,0,1,0,3,0,2,0,0,0,0,HeStutters_20_107,-374.80295,45.501907,18.147398,41.411358,-2.7439315,5.0436707,-5.0497484,7.209693,1.3832253,-12.194114,5.2534337,-6.00405,-2.6237974
HeStutters,20,112,10734880,10782880,0,0,0,1,0,2,0,3,0,0,0,0,HeStutters_20_112,-372.77692,116.1039,18.692818,14.794674,-7.607513,4.3801956,3.8252184,-20.909374,-10.133862,4.571426,2.1891925,-2.1933,-3.9131927
HeStutters,20,119,12294560,12342560,0,0,0,0,0,3,0,2,0,0,0,0,HeStutters_20_119,-505.57172,130.98508,41.2911,4.6037436,-1.3030753,8.47635,3.8808076,-10.343785,-10.307842,-1.3295482,5.117374,5.465659,-1.324999
HeStutters,20,120,12348480,12396480,0,0,0,1,0,0,0,2,2,0,0,0,HeStutters_20_120,-383.2483,123.83853,6.636113,-1.6947557,-13.138575,0.39568213,-1.1110528,-20.715668,-8.378421,1.6863216,2.9607093,-4.8456993,-6.4384494
HeStutters,20,121,1810720,1858720,0,0,0,0,1,0,0,0,2,0,0,0,HeStutters_20_121,-392.58173,124.666534,24.134653,28.293997,5.1543484,5.575218,2.1707654,-9.454078,-5.5621405,-4.3914895,-0.4852552,-4.6432986,-8.556505
HeStutters,20,122,1845440,1893440,0,0,1,1,0,0,0,3,1,0,0,0,HeStutters_20_122,-337.7598,146.16315,-0.5548814,-2.7491565,-5.2884316,9.202684,3.6378415,-18.91394,-1.6915705,9.482369,6.3597975,-3.3405454,-10.529778
HeStutters,20,123,12440640,12488640,0,0,0,0,0,3,0,2,0,0,0,0,HeStutters_20_123,-389.0649,128.16014,-5.952114,12.234619,11.328391,-6.882744,-12.367938,-11.217996,1.2150726,5.4498143,-2.4727912,-15.035945,-7.7791133
HeStutters,20,124,12473280,12521280,0,0,0,0,1,0,0,1,2,0,0,0,HeStutters_20_124,-378.6561,108.86583,-0.81353045,35.697327,3.6241062,-14.982597,-8.0063305,-9.316294,-5.041181,-5.9586916,-3.130313,-10.202306,-5.691859
HeStutters,20,125,13095520,13143520,0,0,0,1,1,0,0,2,2,0,0,0,HeStutters_20_125,-388.2869,110.3542,17.032032,26.80728,9.082278,3.7567914,5.7394915,-9.072104,-9.053756,-5.953495,5.025853,2.3395936,-14.0082445
HeStutters,20,127,13539200,13587200,0,0,0,0,0,0,0,0,3,0,0,0,HeStutters_20_127,-399.93542,109.23022,10.695323,8.356504,-1.0190918,7.941148,0.37725344,-17.420649,-6.054223,5.603297,3.5511475,-8.542713,-11.590529
HeStutters,20,130,14113440,14161440,0,0,1,0,0,0,0,0,2,0,0,0,HeStutters_20_130,-408.47302,101.29334,-0.33923545,36.862595,7.003596,-3.4483948,-15.094307,-18.85566,-3.5429733,-7.4537463,-2.9198337,-9.558322,-9.240374
HeStutters,20,134,14678080,14726080,0,0,2,0,0,0,0,0,1,0,0,0,HeStutters_20_134,-371.11386,114.52556,9.659429,10.606735,-1.2755657,1.9524512,-4.959638,-16.32982,-7.9172416,-0.3626994,-0.34144577,-4.2309074,-3.8046255
HeStutters,20,141,2761440,2809440,0,0,0,2,1,0,0,0,0,0,0,0,HeStutters_20_141,-378.1292,30.575665,1.857467,33.017666,-3.7710426,11.392621,-7.9446316,5.599121,0.6887757,-2.3312066,-0.79338574,-2.730863,-0.7347122
HeStutters,20,142,2802720,2850720,0,0,0,1,1,0,0,0,1,0,0,0,HeStutters_20_142,-442.4483,57.195446,22.197073,33.794792,14.2611885,11.206202,8.4562,-0.17838165,2.5884442,-1.6816205,-1.6837786,-4.563546,-8.542544
HeStutters,20,144,15477920,15525920,0,0,0,1,1,0,0,0,1,0,0,0,HeStutters_20_144,-366.4768,122.73676,-2.4172707,27.823904,-9.71499,-0.050580963,0.08977814,-18.690065,-5.341206,-1.3775681,4.049321,-14.367986,-14.4794035
HeStutters,20,146,17586400,17634400,0,0,1,0,0,0,0,3,2,1,0,0,HeStutters_20_146,-447.90054,95.51132,28.598484,14.793034,2.4412267,4.621157,4.504439,-6.6296024,-7.4081926,-2.0860558,2.5324628,1.5749903,-2.1099803
HeStutters,20,147,17647520,17695520,0,0,0,0,0,0,0,0,3,0,0,0,HeStutters_20_147,-337.94662,119.93046,-13.165581,20.731655,-3.202722,-0.67772436,-1.1369904,-22.937973,-5.516666,2.4916363,-0.29781586,-9.525487,-11.161998
HeStutters,20,149,18364000,18412000,0,0,0,1,1,0,0,0,1,0,0,0,HeStutters_20_149,-407.17465,84.702385,28.402744,44.224937,14.743084,11.1875725,0.5878711,-2.8945546,-2.2005682,-1.0726373,-1.4638937,-3.3025713,-6.5555515
HeStutters,20,150,18928320,18976320,0,0,0,0,0,0,0,1,3,0,0,0,HeStutters_20_150,-373.86157,134.14217,27.718414,36.643078,5.330862,4.933474,0.12946543,-15.534854,-6.180023,1.0545356,5.9142704,-1.3410023,-7.0346913
HeStutters,20,151,18963200,19011200,0,0,0,0,0,0,0,2,2,1,0,0,HeStutters_20_151,-325.99152,133.97672,3.7646706,28.476324,-1.1559868,0.74758077,-2.970853,-14.873479,-1.1144184,1.6194423,8.942546,-0.57082534,-9.661653
HeStutters,20,153,19362880,19410880,0,0,1,0,0,0,0,0,2,0,0,0,HeStutters_20_153,-414.21875,106.76585,35.551617,33.48341,17.296204,7.1205816,1.2545503,-0.1957858,4.155293,3.1173866,3.1641517,-4.437828,-2.8184304
HeStutters,20,155,20050080,20098080,0,0,0,0,0,0,0,2,3,1,0,0,HeStutters_20_155,-377.9838,149.05695,35.794,9.2060375,-4.3440385,6.9604225,3.6626105,-9.3993435,-0.30626035,8.603329,4.549398,-4.125245,-1.9830399
HeStutters,20,159,20978880,21026880,0,0,1,0,0,0,0,2,2,0,0,0,HeStutters_20_159,-365.3079,125.83181,5.1729603,-1.8619281,-11.430821,10.819813,6.685517,-20.657312,-9.763183,1.3753005,0.5375832,3.3051677,-3.776123
HeStutters,20,161,2995040,3043040,0,0,0,2,0,1,0,2,1,0,0,0,HeStutters_20_161,-377.7577,111.492355,11.397283,21.182373,8.628203,0.8742099,-5.6116223,-15.741096,-4.5840173,3.262216,1.9823852,-5.864863,-10.785469
HeStutters,20,163,21795680,21843680,0,0,2,1,0,0,0,3,0,0,0,0,HeStutters_20_163,-395.95633,111.74719,4.06574,3.7389956,4.5442,5.630338,1.5410025,-14.449693,-6.7966123,8.08405,6.891212,-5.6322665,-7.6657767
HeStutters,20,167,22168320,22216320,0,0,1,0,0,3,0,1,0,0,0,0,HeStutters_20_167,-420.7625,101.109665,28.409756,24.342487,12.768461,-1.7918792,-2.477033,-3.600965,-4.0184197,0.63204825,-2.442399,-9.277434,0.7928072
HeStutters,20,170,22341440,22389440,0,0,1,0,0,0,0,0,2,3,0,0,HeStutters_20_170,-383.27127,125.39008,19.027727,26.4617,-2.9933536,4.460243,-5.893353,-16.496479,-1.4806854,4.1204224,-2.4866335,-6.897387,2.0392048
HeStutters,20,171,22429600,22477600,0,0,1,0,0,0,0,0,2,2,0,0,HeStutters_20_171,-405.05307,139.65187,34.026543,19.887226,2.48816,2.7364814,-2.8315213,-8.20688,-3.0046303,1.7042487,-1.412475,-5.3548193,-5.709993
HeStutters,20,173,22541760,22589760,0,0,0,2,0,0,0,2,1,1,0,0,HeStutters_20_173,-410.46417,130.33243,28.596128,21.44222,-1.6254128,3.1625988,3.244636,-8.67065,-2.8579571,-1.2863786,4.351444,0.21944194,-7.7212853
HeStutters,20,174,22600160,22648160,0,0,1,2,1,0,0,0,0,0,0,0,HeStutters_20_174,-398.8317,113.01954,27.388046,38.132084,14.491797,4.9415545,-2.3734572,-10.101726,-2.508676,-0.17304206,1.0357548,-6.5530696,-7.588905
HeStutters,20,175,22739360,22787360,0,0,1,0,0,0,0,3,2,1,0,0,HeStutters_20_175,-354.83356,125.92147,15.949244,11.994468,4.2681594,6.3495,-0.9314623,-17.487808,-6.136094,6.3943586,5.980417,-4.4867325,-6.601765
HeStutters,20,176,22779360,22827360,0,0,1,2,1,0,0,0,0,0,0,0,HeStutters_20_176,-411.29248,112.43669,37.632816,34.637474,3.7662606,4.6868377,-3.838666,-15.767471,-4.187829,-1.2097137,-2.417491,-7.273204,-7.683643
HeStutters,20,177,23189440,23237440,0,0,1,1,0,0,0,1,1,0,0,0,HeStutters_20_177,-389.04126,43.03083,-5.3265853,43.93568,-14.2292185,2.8378816,-3.936518,-1.3551035,1.6764802,-2.1832714,-0.8322868,-0.9724644,-3.337031
HeStutters,20,179,23300480,23348480,0,0,0,0,0,0,0,0,3,2,0,0,HeStutters_20_179,-376.24643,38.34338,-3.7009203,46.296734,-9.012258,4.1264954,-6.635884,0.037422568,-2.490773,-5.0223465,-1.0002202,-1.7037446,-0.06568353
HeStutters,20,181,3078560,3126560,0,0,0,0,0,0,0,0,3,1,0,0,HeStutters_20_181,-405.57666,114.309685,12.486614,19.612167,4.358745,3.013379,-7.7681646,-12.1017,-4.065749,5.3635907,3.787934,-4.6038804,-5.645123
HeStutters,20,183,23387680,23435680,0,0,0,1,3,0,0,0,0,0,0,0,HeStutters_20_183,-428.7143,96.827286,20.111643,40.23419,17.347027,1.8894919,-2.5695753,-8.292662,-4.2179317,-3.2550938,-1.6208297,-6.6908646,-7.472493
HeStutters,20,186,24459360,24507360,0,0,0,0,0,1,0,0,2,0,0,0,HeStutters_20_186,-381.5911,22.945803,1.4873927,28.684858,-13.481578,13.38702,-3.1668987,3.5835125,2.5023613,0.9610515,2.1651518,-1.491083,-0.13551964
HeStutters,20,187,24500960,24548960,0,0,1,0,0,0,0,3,2,0,0,0,HeStutters_20_187,-473.64197,86.47683,24.744436,12.932721,3.4232967,19.485376,9.624169,-13.32172,-3.3930197,2.5529435,2.953686,1.6103911,-5.3001623
HeStutters,20,188,24536800,24584800,0,0,1,0,0,0,0,3,2,0,0,0,HeStutters_20_188,-412.79678,101.67067,13.199681,20.990797,4.3040614,5.7060337,-2.9417737,-20.120329,-8.918814,1.7481332,5.15633,-3.4557157,-7.269996
HeStutters,20,189,24964640,25012640,0,0,0,0,0,0,0,0,3,1,0,0,HeStutters_20_189,-386.07562,108.69667,10.59761,21.311615,4.323089,6.0739584,-6.5207157,-22.408346,-9.052206,1.846057,3.412162,-7.377711,-8.16068
HeStutters,20,190,25000160,25048160,0,0,2,0,3,0,0,0,0,0,0,0,HeStutters_20_190,-415.94366,99.49423,11.409673,13.829252,17.121973,5.4976525,-2.6313667,-3.9526358,0.4670251,2.7993748,-3.1959128,-14.04788,-8.420359
HeStutters,20,193,25222400,25270400,0,0,0,1,0,0,0,0,2,0,0,0,HeStutters_20_193,-412.85443,123.13009,9.407176,18.763784,2.9009259,1.0575318,-0.7752563,-9.448857,-7.954199,1.8887826,4.490712,-11.175405,-11.372531
HeStutters,20,194,25255360,25303360,0,0,3,0,0,0,0,3,0,0,0,0,HeStutters_20_194,-451.70438,100.2711,35.35881,13.900566,-9.613381,13.657693,0.42486075,-6.506645,-7.836743,-5.0178447,4.3832564,2.5422077,-5.154885
HeStutters,20,195,25703680,25751680,0,0,0,1,1,1,0,0,0,0,0,0,HeStutters_20_195,-423.48135,45.853016,-0.2950985,35.696636,-6.6186824,12.649806,-10.16418,2.5446198,2.9314,-1.1604732,-0.19398904,-2.4249637,0.61403674
HeStutters,20,197,26267680,26315680,0,0,0,2,1,1,0,0,0,0,0,0,HeStutters_20_197,-441.91013,38.51628,-2.1597817,30.009129,1.8825043,0.8568321,3.7061012,4.4487033,3.278649,0.6054649,-3.5602784,0.91683894,-0.10676038
HeStutters,20,200,26391200,26439200,0,0,0,0,0,0,0,0,3,1,0,0,HeStutters_20_200,-413.0133,81.60611,16.279388,27.51301,8.852579,6.414605,1.1536759,-8.695013,-2.0459511,-5.3139224,-4.060525,-3.9124,-14.083151
HeStutters,20,202,3380800,3428800,0,0,0,1,0,0,0,0,2,2,0,0,HeStutters_20_202,-428.06982,90.51723,17.951435,34.003643,18.599169,8.3783045,0.22253941,-11.102862,-7.1522,-2.3908765,1.5012013,-7.7051578,-10.984033
HeStutters,20,203,26458240,26506240,0,0,0,0,3,0,0,0,0,0,0,0,HeStutters_20_203,-464.60452,87.36062,28.295103,41.956215,12.124116,2.9949105,0.5098489,-8.11051,-2.011179,-2.3939693,-8.26675,-9.43546,-12.724637
HeStutters,20,204,26492160,26540160,0,0,1,0,0,0,0,2,2,0,0,0,HeStutters_20_204,-388.27277,115.25299,8.98706,0.39078104,-8.697927,-1.9354835,-6.39453,-17.288946,-0.7154632,1.709785,-0.76537216,-5.876034,-12.459468
HeStutters,20,207,26990880,27038880,0,0,1,0,2,0,0,0,0,0,0,0,HeStutters_20_207,-441.3101,38.595894,8.22642,36.61194,-1.0283656,10.78995,-7.9216614,4.7012515,-2.2287717,-2.0732567,-2.6035714,-2.8799653,-3.2272413
HeStutters,20,208,27028640,27076640,0,0,2,1,0,0,0,3,1,0,0,0,HeStutters_20_208,-371.05154,108.29303,-11.331971,10.821191,-9.021101,-3.8846428,3.4993143,-13.673547,-1.8771065,4.2931747,-1.9629737,-3.8887722,-8.583029
HeStutters,20,210,27265920,27313920,0,0,0,1,0,0,0,3,2,0,0,0,HeStutters_20_210,-383.7639,112.04823,4.571584,12.488332,-3.1560118,-3.3852892,2.2475054,-14.331127,-12.480127,-2.3090518,2.5366554,-7.7912636,-12.440083
HeStutters,20,218,28303520,28351520,0,0,0,1,0,0,0,0,2,0,0,0,HeStutters_20_218,-363.73975,120.99506,-1.1409993,4.695964,-8.297891,-7.0830197,-6.3676367,-9.665218,3.5155032,4.7456355,2.7095711,-8.959999,-10.466452
HeStutters,20,219,28344960,28392960,0,0,0,1,0,0,0,0,2,1,0,0,HeStutters_20_219,-390.17352,114.71361,15.360458,27.348131,-6.32987,-9.305588,0.67480254,-6.8367043,-1.2694255,-2.2289748,-2.2434058,-5.6649094,-10.195733
HeStutters,20,221,3419520,3467520,0,0,0,0,0,0,0,2,3,0,0,0,HeStutters_20_221,-392.81534,116.98398,19.786768,21.989435,7.2712884,6.3797784,3.3396106,-15.793425,-15.7801,-7.4392104,3.5055907,1.3019087,-8.9817295
HeStutters,20,222,3452160,3500160,0,0,0,0,1,0,0,0,2,0,0,0,HeStutters_20_222,-418.0627,100.88735,23.168287,23.071201,19.405157,12.571477,-1.0388274,-13.588992,-9.421923,-2.9405527,0.6780313,-1.8331468,-5.9650292
HeStutters,20,224,28576640,28624640,0,0,0,0,1,3,0,2,0,0,0,0,HeStutters_20_224,-385.63623,109.55503,25.196987,23.299072,-1.0610719,-8.853991,-2.4562593,-9.274283,-7.434575,-6.3021297,-0.6962606,2.5994046,-5.3712487
HeStutters,20,226,29141600,29189600,0,0,2,0,0,0,0,0,1,0,0,0,HeStutters_20_226,-359.0368,39.319073,0.6168033,30.391043,-26.816916,8.941574,-1.5794038,0.8054922,2.8845484,-0.85249597,-2.9147167,-2.053191,0.7473846
HeStutters,20,227,29175840,29223840,0,0,0,0,0,0,0,2,3,1,0,0,HeStutters_20_227,-422.8744,117.39597,7.569059,21.424812,13.608672,-0.6596955,-5.6233487,-9.536242,-7.337786,-0.4561686,0.19420955,-7.7356644,-9.44136
HeStutters,20,228,29449440,29497440,0,0,0,0,2,3,0,2,0,0,0,0,HeStutters_20_228,-428.84384,106.938324,28.515429,18.803997,8.341306,-2.0596943,1.1024739,-10.814795,-15.094097,0.4723541,3.319845,-3.565997,-4.341029
HeStutters,20,231,29589760,29637760,0,0,1,2,0,0,0,3,1,1,0,0,HeStutters_20_231,-399.70746,33.338467,25.093561,39.81719,9.1487055,9.039264,-1.1793475,4.296517,0.18220022,-2.8504372,-1.1169378,-1.7179396,-1.1654956
HeStutters,20,232,29879040,29927040,0,0,0,0,0,0,0,0,3,0,0,0,HeStutters_20_232,-350.22897,59.66073,5.2494416,46.031425,-9.899447,14.050393,-11.975896,5.79923,-1.0604539,-5.0404572,2.4440515,-1.6238587,-0.7160489
HeStutters,20,233,29921280,29969280,0,0,1,0,0,0,0,3,2,0,0,0,HeStutters_20_233,-382.8396,107.09966,5.843637,-1.4904337,-1.802422,24.904856,7.6818795,-25.10066,-6.8656154,12.596597,8.908532,-3.7543705,-8.83709
HeStutters,20,239,31456800,31504800,0,0,1,1,0,0,0,3,1,0,0,0,HeStutters_20_239,-474.65927,82.6832,34.81571,15.254126,5.591267,13.244381,4.427923,-5.331927,-5.48913,0.9700434,1.5600327,0.20850539,-1.7099148
HeStutters,20,241,4634240,4682240,0,0,1,0,0,0,0,0,2,0,0,0,HeStutters_20_241,-369.8178,112.59514,-6.850753,21.434923,1.4449643,0.93825257,-9.154894,-18.702936,-1.5943706,-1.8892956,1.2262233,-4.629324,-9.322373
HeStutters,20,242,4668320,4716320,0,0,0,1,2,0,0,1,0,0,0,0,HeStutters_20_242,-405.68015,127.46157,16.614569,-2.0184684,-10.5275755,5.5542984,5.532578,-10.509794,-12.619707,-5.376761,3.9132164,0.41840017,-5.00258
HeStutters,20,243,31542720,31590720,0,0,0,0,1,0,0,0,2,0,0,0,HeStutters_20_243,-432.16623,97.64359,20.48898,24.540995,13.156674,11.036481,-6.1951623,-14.548709,-1.3545052,5.8557377,-1.5680875,-9.407655,-3.9287066
HeStutters,20,249,33426080,33474080,0,0,0,0,0,0,0,0,3,0,0,0,HeStutters_20_249,-308.7788,35.92584,-21.90825,25.748497,-25.228481,4.880255,-11.76813,-1.0197217,-0.49221304,-2.6685565,-0.42928845,-5.207372,-0.81319696
HeStutters,20,251,33534880,33582880,0,0,0,1,3,0,0,0,0,0,0,0,HeStutters_20_251,-469.98376,90.009735,27.309328,24.756111,17.265688,8.328647,-1.4934092,-13.486877,-9.531595,-5.2938685,-7.3525515,-9.090725,-11.257576
HeStutters,20,252,33649440,33697440,0,0,0,0,0,3,0,3,0,0,0,0,HeStutters_20_252,-421.77985,110.34146,7.63357,1.9388746,-6.2191825,12.802936,6.647746,-20.917553,-7.4952593,0.90446156,2.7098286,5.1477532,-11.381689
HeStutters,20,253,33762400,33810400,0,0,0,1,1,0,0,0,1,0,0,0,HeStutters_20_253,-419.5811,85.92716,14.192408,12.829461,7.667072,12.371187,3.2167213,-16.523466,-11.646756,-8.364398,-1.5517417,-5.090594,-17.806807
HeStutters,20,256,34953280,35001280,0,0,0,0,0,0,0,0,3,1,0,0,HeStutters_20_256,-323.80917,46.376205,-19.293116,28.553228,-19.90806,11.686987,-11.936182,1.3304954,-1.6394663,-0.89691406,-1.2903574,-1.6912098,-1.4726025
HeStutters,21,0,485920,533920,0,0,1,1,0,0,0,0,1,2,0,0,HeStutters_21_0,-369.15967,94.78584,-81.977486,63.908104,-30.475092,-16.10882,9.278071,-29.025398,11.286087,-14.180111,-14.407015,1.6186184,-15.665991
HeStutters,21,1,40669280,40717280,0,0,0,0,0,0,0,0,3,1,0,0,HeStutters_21_1,-354.32297,117.29973,-71.07977,44.598564,17.498587,-23.580252,-6.928581,-27.022194,-2.991061,-5.819219,-23.513433,-1.3046031,-7.7631116
HeStutters,21,2,40704480,40752480,0,0,0,1,0,3,0,0,0,0,0,0,HeStutters_21_2,-335.20773,146.92421,-89.83191,41.183964,5.7968397,-27.404383,0.69419116,-31.878736,-5.9105554,-2.4315636,-19.571402,-1.6114274,-9.797556
HeStutters,21,3,40804640,40852640,0,0,0,1,2,1,0,1,0,0,0,0,HeStutters_21_3,-337.55966,134.60054,-50.994576,33.374554,8.806101,-33.687336,-7.245999,-21.9362,-14.546339,-5.300165,-15.198931,-3.5838463,-5.00645
HeStutters,21,5,41065760,41113760,0,0,0,1,1,0,0,0,2,1,0,0,HeStutters_21_5,-363.33298,112.17141,-60.09444,41.29515,17.698624,-32.8732,-9.480443,-18.324669,-7.063053,-6.5413475,-18.475018,-1.5660855,-6.583263
HeStutters,21,6,41100800,41148800,0,0,2,0,0,0,0,0,1,2,0,0,HeStutters_21_6,-353.92264,106.2701,-39.802494,40.291275,16.775335,-32.103886,-14.445346,-16.082485,-7.4552016,-10.277936,-19.992186,-3.9861,-4.2097263
HeStutters,21,7,41897600,41945600,0,0,1,1,0,0,0,0,1,0,0,0,HeStutters_21_7,-343.97116,101.10193,-82.6428,53.86229,-21.18253,-17.878155,5.448732,-27.050875,4.3864045,-15.651598,-14.494184,-2.5912132,-18.344711
HeStutters,21,8,41928320,41976320,0,0,0,0,1,2,0,2,0,1,0,0,HeStutters_21_8,-351.01794,94.57724,-49.9911,35.601307,-5.5149536,-31.546974,-4.7982907,-20.220425,-6.782162,-8.584812,-15.163356,-1.5392709,-11.009711
HeStutters,21,10,42933280,42981280,0,0,0,1,0,0,0,2,2,0,0,0,HeStutters_21_10,-328.11337,79.74791,-61.529724,34.087852,-24.231863,-15.528727,4.8736796,-23.922157,3.9715173,-11.178443,-13.29948,-3.0154984,-16.716608
HeStutters,21,11,43899520,43947520,0,0,0,1,0,0,0,1,2,1,0,0,HeStutters_21_11,-332.05615,160.94194,-89.86734,26.125675,8.910981,-39.758034,-10.242037,-24.168915,-6.798647,-2.9251344,-19.82606,-2.4866686,-4.8385134
HeStutters,21,13,44545120,44593120,0,0,0,0,0,0,0,0,3,0,0,0,HeStutters_21_13,-422.15817,102.07761,-60.657757,46.46285,-16.044184,-11.920353,7.0266995,-21.82897,4.815,-12.154348,-13.194608,-1.6721594,-14.694105
HeStutters,21,14,44590560,44638560,0,0,0,2,0,3,0,2,0,0,0,0,HeStutters_21_14,-307.27505,111.55933,-49.350418,15.545251,-1.7911794,-33.89817,-9.438044,-15.762893,-7.10074,-1.7542176,-15.156646,-2.5116115,-4.478741
HeStutters,21,19,45289920,45337920,0,0,0,2,0,1,0,0,1,0,0,0,HeStutters_21_19,-355.25162,148.18097,-77.57726,29.81438,0.26452503,-33.336014,-1.6072824,-23.165089,-7.8420997,-3.6617513,-12.691201,-2.1488752,-11.886098
HeStutters,21,21,3223200,3271200,0,0,0,3,1,0,0,2,1,0,0,0,HeStutters_21_21,-316.4963,118.73303,-64.2081,31.357347,2.9770615,-35.1747,-5.8482213,-23.848194,-11.924823,-4.584383,-18.350069,-5.8611875,-4.510614
HeStutters,21,23,45601760,45649760,0,0,0,1,2,0,0,0,1,0,0,0,HeStutters_21_23,-388.37433,119.04602,-38.374,22.651339,15.798389,-24.515892,-15.618108,-17.139776,-6.460042,-7.589574,-19.172789,-7.9625044,-5.0175257
HeStutters,21,24,45649280,45697280,0,0,1,0,3,2,0,3,0,0,0,0,HeStutters_21_24,-379.45706,137.09908,-66.22472,9.444432,3.6277926,-25.959866,-4.067094,-15.374746,-5.437359,-3.2830431,-14.210914,-4.5147157,-8.394795
HeStutters,21,25,45924640,45972640,0,0,1,0,0,0,0,0,2,1,0,0,HeStutters_21_25,-358.23154,126.44055,-65.27937,53.31646,16.627728,-40.53863,-7.955477,-16.574976,-9.974466,-13.988048,-20.35541,-1.236766,-10.741656
HeStutters,21,27,46203520,46251520,0,0,0,1,0,0,0,2,2,1,0,0,HeStutters_21_27,-464.01276,124.359604,-68.35549,56.753994,-4.3382034,-17.69015,9.775801,-22.692108,3.766692,-8.879283,-17.987896,0.21565562,-16.488699
HeStutters,21,28,46238880,46286880,0,0,1,1,0,0,0,3,1,0,0,0,HeStutters_21_28,-332.93423,100.15327,-76.49337,41.88713,-32.68795,-12.124765,11.495756,-30.372032,7.8901315,-13.730091,-17.196815,-2.0921347,-18.411692
